50k,20151015042704,192.168.33.11,51922,192.168.33.10,5001,3,0.0-30.3,189630,49999
50k,20151015042704,192.168.33.10,5001,192.168.33.11,51922,3,0.0-30.3,188160,49612,0.025,1,129,0.775,0
1m,20151015042735,192.168.33.11,42517,192.168.33.10,5001,3,0.0-30.0,3751440,999991
1m,20151015042735,192.168.33.10,5001,192.168.33.11,42517,3,0.0-30.0,3741150,997247,0.005,7,2552,0.274,0
5m,20151015042806,192.168.33.11,44083,192.168.33.10,5001,3,0.0-30.0,18752790,4999972
5m,20151015042806,192.168.33.10,5001,192.168.33.11,44083,3,0.0-30.0,18714570,4989786,0.002,25,12756,0.196,1
10m,20151015042837,192.168.33.11,55362,192.168.33.10,5001,3,0.0-30.0,37502640,9999945
10m,20151015042837,192.168.33.10,5001,192.168.33.11,55362,3,0.0-30.0,37433550,9981564,0.002,46,25511,0.180,1
50m,20151015042909,192.168.33.11,41061,192.168.33.10,5001,3,0.0-30.0,187661670,50042443
50m,20151015042909,192.168.33.10,5001,192.168.33.11,41061,3,0.0-30.0,187283880,49941910,0.000,256,127660,0.201,1
50k,20151015043613,192.168.33.11,59009,192.168.33.10,5001,3,0.0-30.3,189630,49999
50k,20151015043613,192.168.33.10,5001,192.168.33.11,59009,3,0.0-30.3,189630,49999,0.025,0,129,0.000,0
1m,20151015043644,192.168.33.11,35416,192.168.33.10,5001,3,0.0-30.0,3751440,999991
1m,20151015043644,192.168.33.10,5001,192.168.33.11,35416,3,0.0-30.0,3739680,996858,0.006,8,2552,0.313,0
5m,20151015043715,192.168.33.11,34163,192.168.33.10,5001,3,0.0-30.0,18751320,4999958
5m,20151015043715,192.168.33.10,5001,192.168.33.11,34163,3,0.0-30.0,18723390,4992502,0.005,18,12755,0.141,1
10m,20151015043746,192.168.33.11,54855,192.168.33.10,5001,3,0.0-30.0,37502640,9999969
10m,20151015043746,192.168.33.10,5001,192.168.33.11,54855,3,0.0-30.0,37439430,9983141,0.003,42,25511,0.165,1
50m,20151015043817,192.168.33.11,52324,192.168.33.10,5001,3,0.0-30.0,187661670,50042429
50m,20151015043817,192.168.33.10,5001,192.168.33.11,52324,3,0.0-30.0,187298580,49945871,0.000,246,127660,0.193,1
50k,20151015044400,192.168.33.11,41449,192.168.33.10,5001,3,0.0-30.3,189630,49999
50k,20151015044400,192.168.33.10,5001,192.168.33.11,41449,3,0.0-30.3,189630,49999,0.022,0,129,0.000,0
1m,20151015044431,192.168.33.11,48234,192.168.33.10,5001,3,0.0-30.0,3751440,999991
1m,20151015044431,192.168.33.10,5001,192.168.33.11,48234,3,0.0-30.0,3747030,998815,0.005,3,2552,0.118,0
5m,20151015044502,192.168.33.11,60608,192.168.33.10,5001,3,0.0-30.0,18751320,4999957
5m,20151015044502,192.168.33.10,5001,192.168.33.11,60608,3,0.0-30.0,18716040,4990565,0.005,23,12755,0.180,1
10m,20151015044533,192.168.33.11,58832,192.168.33.10,5001,3,0.0-30.0,37502640,9999946
10m,20151015044533,192.168.33.10,5001,192.168.33.11,58832,3,0.0-30.0,37420320,9978054,0.018,55,25511,0.216,1
50m,20151015044604,192.168.33.11,55978,192.168.33.10,5001,3,0.0-30.0,187661670,50042423
50m,20151015044604,192.168.33.10,5001,192.168.33.11,55978,3,0.0-30.0,187308870,49948477,0.000,239,127660,0.187,1
50k,20151015045147,192.168.33.11,40642,192.168.33.10,5001,3,0.0-30.3,189630,49999
50k,20151015045147,192.168.33.10,5001,192.168.33.11,40642,3,0.0-30.3,189630,49999,0.029,0,129,0.000,0
1m,20151015045218,192.168.33.11,53087,192.168.33.10,5001,3,0.0-30.0,3752910,999992
1m,20151015045218,192.168.33.10,5001,192.168.33.11,53087,3,0.0-30.0,3751440,999602,0.005,1,2553,0.039,0
5m,20151015045249,192.168.33.11,60214,192.168.33.10,5001,3,0.0-30.0,18751320,4999956
5m,20151015045249,192.168.33.10,5001,192.168.33.11,60214,3,0.0-30.0,18720450,4991723,0.008,21,12756,0.165,0
10m,20151015045320,192.168.33.11,57524,192.168.33.10,5001,3,0.0-30.0,37502640,9999943
10m,20151015045320,192.168.33.10,5001,192.168.33.11,57524,3,0.0-30.0,37421790,9978423,0.012,54,25511,0.212,1
50m,20151015045351,192.168.33.11,35354,192.168.33.10,5001,3,0.0-30.0,187661670,50042448
50m,20151015045351,192.168.33.10,5001,192.168.33.11,35354,3,0.0-30.0,187258890,49935470,0.000,273,127660,0.214,1
50k,20151015045934,192.168.33.11,58229,192.168.33.10,5001,3,0.0-30.3,189630,49999
50k,20151015045934,192.168.33.10,5001,192.168.33.11,58229,3,0.0-30.1,188160,49999,0.027,1,129,0.775,0
1m,20151015050005,192.168.33.11,59877,192.168.33.10,5001,3,0.0-30.0,3751440,999991
1m,20151015050005,192.168.33.10,5001,192.168.33.11,59877,3,0.0-30.0,3742620,997641,0.012,6,2552,0.235,0
5m,20151015050036,192.168.33.11,37699,192.168.33.10,5001,3,0.0-30.0,18751320,4999961
5m,20151015050036,192.168.33.10,5001,192.168.33.11,37699,3,0.0-30.0,18707220,4988218,0.009,29,12755,0.227,1
10m,20151015050107,192.168.33.11,42473,192.168.33.10,5001,3,0.0-30.0,37502640,9999951
10m,20151015050107,192.168.33.10,5001,192.168.33.11,42473,3,0.0-30.0,37423260,9978805,0.014,53,25511,0.208,1
50m,20151015050138,192.168.33.11,44024,192.168.33.10,5001,3,0.0-30.0,187661670,50042423
50m,20151015050138,192.168.33.10,5001,192.168.33.11,44024,3,0.0-30.0,187329450,49953900,0.000,225,127660,0.176,1
50k,20151015050721,192.168.33.11,48420,192.168.33.10,5001,3,0.0-30.3,189630,49999
50k,20151015050721,192.168.33.10,5001,192.168.33.11,48420,3,0.0-30.3,189630,49999,0.023,0,129,0.000,0
1m,20151015050752,192.168.33.11,42039,192.168.33.10,5001,3,0.0-30.0,3751440,999991
1m,20151015050752,192.168.33.10,5001,192.168.33.11,42039,3,0.0-30.0,3747030,998814,0.003,3,2552,0.118,0
5m,20151015050823,192.168.33.11,34354,192.168.33.10,5001,3,0.0-30.0,18752790,4999964
5m,20151015050823,192.168.33.10,5001,192.168.33.11,34354,3,0.0-30.0,18716040,4990181,0.001,24,12756,0.188,1
10m,20151015050854,192.168.33.11,54867,192.168.33.10,5001,3,0.0-30.0,37502640,9999946
10m,20151015050854,192.168.33.10,5001,192.168.33.11,54867,3,0.0-30.0,37433550,9981533,0.001,46,25511,0.180,1
50m,20151015050925,192.168.33.11,54470,192.168.33.10,5001,3,0.0-30.0,187661670,50042419
50m,20151015050925,192.168.33.10,5001,192.168.33.11,54470,3,0.0-30.0,187344150,49958028,0.000,215,127660,0.168,1
