50k,20151015042153,192.168.33.11,49817,192.168.33.10,5001,3,0.0-30.3,189630,49999
20151015042153,192.168.33.10,5001,192.168.33.11,49817,3,0.0-30.3,189630,49999,0.029,0,129,0.000,0
1m,20151015042224,192.168.33.11,59957,192.168.33.10,5001,3,0.0-30.0,3751440,999991
20151015042224,192.168.33.10,5001,192.168.33.11,59957,3,0.0-30.0,3751440,999990,0.003,0,2552,0.000,0
5m,20151015042255,192.168.33.11,44756,192.168.33.10,5001,3,0.0-30.0,18752790,4999965
20151015042255,192.168.33.10,5001,192.168.33.11,44756,3,0.0-30.0,18752790,4999985,0.013,0,12756,0.000,1
10m,20151015042326,192.168.33.11,49367,192.168.33.10,5001,3,0.0-30.0,37502640,9999944
20151015042326,192.168.33.10,5001,192.168.33.11,49367,3,0.0-30.0,37502640,10000013,0.009,0,25511,0.000,1
50m,20151015042357,192.168.33.11,58914,192.168.33.10,5001,3,0.0-30.0,187661670,50042456
20151015042357,192.168.33.10,5001,192.168.33.11,58914,3,0.0-30.0,187661670,50042706,0.000,0,127660,0.000,1
50k,20151015043101,192.168.33.11,56725,192.168.33.10,5001,3,0.0-30.3,189630,49999
20151015043101,192.168.33.10,5001,192.168.33.11,56725,3,0.0-30.3,189630,50000,0.020,0,129,0.000,0
1m,20151015043132,192.168.33.11,49244,192.168.33.10,5001,3,0.0-30.0,3751440,999991
20151015043132,192.168.33.10,5001,192.168.33.11,49244,3,0.0-30.0,3751440,999992,0.004,0,2552,0.000,0
5m,20151015043203,192.168.33.11,49179,192.168.33.10,5001,3,0.0-30.0,18752790,4999972
20151015043203,192.168.33.10,5001,192.168.33.11,49179,3,0.0-30.0,18752790,4999996,0.002,0,12757,0.000,0
10m,20151015043234,192.168.33.11,52924,192.168.33.10,5001,3,0.0-30.0,37502640,9999946
20151015043234,192.168.33.10,5001,192.168.33.11,52924,3,0.0-30.0,37502640,9999955,0.006,0,25511,0.000,1
50m,20151015043305,192.168.33.11,52470,192.168.33.10,5001,3,0.0-30.0,187660200,50042102
20151015043305,192.168.33.10,5001,192.168.33.11,52470,3,0.0-30.0,187660200,50042514,0.001,0,127659,0.000,1
50k,20151015043848,192.168.33.11,59389,192.168.33.10,5001,3,0.0-30.3,189630,49999
20151015043848,192.168.33.10,5001,192.168.33.11,59389,3,0.0-30.3,189630,49999,0.025,0,129,0.000,0
1m,20151015043919,192.168.33.11,50275,192.168.33.10,5001,3,0.0-30.0,3752910,999993
20151015043919,192.168.33.10,5001,192.168.33.11,50275,3,0.0-30.0,3752910,999999,0.008,0,2553,0.000,0
5m,20151015043950,192.168.33.11,51949,192.168.33.10,5001,3,0.0-30.0,18752790,4999984
20151015043950,192.168.33.10,5001,192.168.33.11,51949,3,0.0-30.0,18752790,5000004,0.023,0,12756,0.000,1
10m,20151015044021,192.168.33.11,56383,192.168.33.10,5001,3,0.0-30.0,37502640,9999945
20151015044021,192.168.33.10,5001,192.168.33.11,56383,3,0.0-30.0,37502640,10000001,0.006,0,25511,0.000,1
50m,20151015044052,192.168.33.11,51038,192.168.33.10,5001,3,0.0-30.0,187661670,50042456
20151015044052,192.168.33.10,5001,192.168.33.11,51038,3,0.0-30.0,187661670,50042596,0.002,0,127660,0.000,1
50k,20151015044635,192.168.33.11,40279,192.168.33.10,5001,3,0.0-30.3,189630,49999
20151015044635,192.168.33.10,5001,192.168.33.11,40279,3,0.0-30.3,189630,49999,0.026,0,129,0.000,0
1m,20151015044706,192.168.33.11,53800,192.168.33.10,5001,3,0.0-30.0,3752910,999996
20151015044706,192.168.33.10,5001,192.168.33.11,53800,3,0.0-30.0,3752910,999998,0.008,0,2553,0.000,0
5m,20151015044737,192.168.33.11,56208,192.168.33.10,5001,3,0.0-30.0,18752790,4999964
20151015044737,192.168.33.10,5001,192.168.33.11,56208,3,0.0-30.0,18752790,4999959,0.010,0,12756,0.000,1
10m,20151015044808,192.168.33.11,48987,192.168.33.10,5001,3,0.0-30.0,37502640,9999941
20151015044808,192.168.33.10,5001,192.168.33.11,48987,3,0.0-30.0,37502640,9999971,0.002,0,25511,0.000,1
50m,20151015044839,192.168.33.11,41599,192.168.33.10,5001,3,0.0-30.0,187655790,50041031
20151015044839,192.168.33.10,5001,192.168.33.11,41599,3,0.0-30.0,187655790,50041298,0.000,0,127656,0.000,1
50k,20151015045422,192.168.33.11,59097,192.168.33.10,5001,3,0.0-30.3,189630,49999
20151015045422,192.168.33.10,5001,192.168.33.11,59097,3,0.0-30.3,189630,49999,0.014,0,129,0.000,0
1m,20151015045453,192.168.33.11,44987,192.168.33.10,5001,3,0.0-30.0,3752910,999994
20151015045453,192.168.33.10,5001,192.168.33.11,44987,3,0.0-30.0,3752910,999996,0.002,0,2553,0.000,0
5m,20151015045524,192.168.33.11,44405,192.168.33.10,5001,3,0.0-30.0,18752790,4999958
20151015045524,192.168.33.10,5001,192.168.33.11,44405,3,0.0-30.0,18752790,4999976,0.009,0,12756,0.000,1
10m,20151015045555,192.168.33.11,39003,192.168.33.10,5001,3,0.0-30.0,37502640,9999935
20151015045555,192.168.33.10,5001,192.168.33.11,39003,3,0.0-30.0,37502640,9999967,0.010,0,25511,0.000,1
50m,20151015045626,192.168.33.11,37305,192.168.33.10,5001,3,0.0-30.0,187661670,50042436
20151015045626,192.168.33.10,5001,192.168.33.11,37305,3,0.0-30.0,187661670,50042554,0.000,0,127660,0.000,1
50k,20151015050209,192.168.33.11,52763,192.168.33.10,5001,3,0.0-30.3,189630,49999
20151015050209,192.168.33.10,5001,192.168.33.11,52763,3,0.0-30.3,189630,49999,0.014,0,129,0.000,0
1m,20151015050240,192.168.33.11,35064,192.168.33.10,5001,3,0.0-30.0,3752910,999994
20151015050240,192.168.33.10,5001,192.168.33.11,35064,3,0.0-30.0,3752910,999998,0.005,0,2553,0.000,0
5m,20151015050311,192.168.33.11,39151,192.168.33.10,5001,3,0.0-30.0,18751320,4999967
